Subject	Content	SA							
1	heh i just remembered i forgot to watch jonathan ross. guess i'll watch it tomorrow. i was watching another show and forgot. schmeh.	0							
1	gambled on chocolate day as a successful theme day at work..turns out chdn do like chocolate. wed. is gross day. hope kids like gross stuff.	1							
1	harry redknapp is set to hold talks over the blackburn job on tuesday as he prepares for a return to management (mail)	0							
1	go to the bell game tomorrow i'll take you for. a littlle whippa	0							
1	"if you fancy joining in our a to z tour of the world foods of london, come sample taiwan on thursday:..."	1							
1	"so many choices of gigs this saturday night. the ibb at the rugby club (which one, there are two up twmpath?) and..."	0							
1	how does it compare to diablo iii (regardless of how fair that comparison may be)?	0							
1	"\how many continents was the challenge filmed on?\ \21?\ okay, what did you fail 2nd grade?"	-1							
1	were going to be at boys and girls club to clean tomorrow at 10am. they told us to bring boots and gloves. all are welcome.	1							
1	"last hectic day in office b4 3 weeks in asia. 1st to ifeat in singapore. then taiwan, hk, china.then 3 wks of jet lag!gets to me every time!"	0							
1	david letterman had an interesting show on monday. he is located in new york city. because of the hurricane he...	1							
1	anonymous asked: just realized while watchin fri-end that the youtube account that uploaded the video is...	0							
1	"november: my birthday month, election day, a weekend in san fran with  naples for thanksgiving, lots of friends & family. yes."	1							
1	"yes, i got an email reminder from nikon about this saturday event. if no go back, then we will join the photo exhibition launch."	0							
1	i've been on tv a few times now. still waiting for the call from itv about dancing on ice though. starting to think i may be too famous.	-1							
1	"slap shot: nash, back from injury, skates for davos: rick nash of the new york rangers returned to action in switzerland on tuesday."	0							
1	\eleanor was just a fan when she met louis\ it's funny bc she probaly wasnt a fan like she may have known who they were but she wasn't a fan	0							
1	"nikon prostaff, can't wait to get it on and shoot tomorrow!"	1							
1	"i hope they make sure to take care of eli manning, giants vs pittsburgh on sunday #nfl"	1							
1	they canceled the frankie date that was supposed to be tomorrow.  so now everyone is going to the rescheduled show in south bend.	-1							
1	"i've got 2 tickets to see leonard cohen in rosemont, il on november 23 that i can't use. anyone interested? face value is about $300."	0							
1	also mancs going on about it was there youth/2nd team last night?thought they put out a decent side seeing they have afc on sat	0							
1	come on romney i may not be able to vote from britain but i completley support you !!! good luck !	1							
1	wwe #raw should be interesting next week. the road dogg returned to wwe at the royal rumble and shawn michaels is going to be on raw monday	1							
1	"i'm far too stressed about finishing this essay for tomorrow, so i shall minimise it and play temple run. #problemsolved"	0							
1	"did all my homework that's due in for later this week instead of the homework that's due for monday and tuesday, twat"	-1							
1	saturday night live jeopardy skits with will ferrell >	0							
1	\kendrick perkins led the league for the 4th year in a row in spm (scowls per minute)\ literally laughed out loud	1							
1	"my #mufc xi for super sunday: de gea, rafa, rio, evans, evra, clevz, nani, young, roo, chicha, rvp. what about you?"	0							
1	eli manning best 4th quarter qb in the game!	1							
1	"i don't want a love like jonny and june, i want a love like blake and miranda."	0							
1	"lin picks up a loose ball and just trucks stuckey. unfortunately, that's not allowed, to bench with 4th foul as pistons reclaim lead, 67-65."	-1							
1	"not sure what im going to be for halloween yet. sun shine is just too obvious, larry bird is the front runner as of right now."	-1							
1	"if cundiff would've made the field goal sunday, i could've been eatin' a free 6in sub at subway for lunch!"	0							
1	me personally don't see grammy playing afl again still 28 but i think he'll turn to something else now. best of luck with what may be next.	1							
1	i feel do bad.. my boo asia bday event maybe cancelled for this sunday!... i was soooo looking forward to it	-1							
1	"dirty jim had to close that one out. if not, he may have started hearing comparisons to cundiff in this town."	0							
1	"after the mid tennessee vs. western kentucky game, i hear they're gonna play the 2nd annual ogalla, nebraska snail chuckin' pageant."	0							
1	we're sophia grace and rosie! can't wait to see you on ellen tomorrow! xxx	1							
1	"i'm going to bullet for my valentine at o2 academy glasgow in glasgow, united kingdom - mar 13"	0							
1	"it's friday and the soul train is firmly parked in pri for the soul show on the radio, c'mon perth get your requests in for the next hour :)"	0							
1	people & power travels to egypt to see how the april 6th activists have been faring since mohamed morsi's election.	0							
1	"next tuesday is d2's chocolate day! with halloween right around the corner, this is sure to curb your candy craving:"	0							
1	"shit, yeah, it's thursday, russell howards good news and celebrity juice is on"	1							
1	pretty good thursday night with  if only rivers would stop sucking so bad! # @ qualcomm stadium	1							
1	"\my heart is gold, my twat is glass, c'mon baby can't ya see?\ yes..a glass twat..better known as a \womb with a view\ ;d lol!"	1							
1	i'm so good at gambling. i just owned las vegas. leaving tomorrow morning for a weekend of dog sitting and homework. not a bad week.	1							
1	who's on google+? we want you to participate in a live google+ hangout with animalsense next wed 10/24 at...	0							
1	"i can not change yesterday. i can only make the most to day, and look with hope toward tomorrow. (anonymous)"	-1							
1	had a wonderful workshop on thursday at sag office with carol nadell of selective casting. she is such a...	1							
1	"2nd the ryan budget was from many years ago, most recent didn't include that and mitt's said many times he's the president and.."	0							
1	why does everyone want to give eli manning credit for every win. the truth is sunday's game should have been a blowout.	0							
1	charles dickens may just have been me in another life. #thisisme	0							
1	going to buffalo wild wings tomorrow with my life long friend israel and my brother.. that's what i call a good night. #knicksnation	1							
1	7:15pm tomorrow night i have a date with denzel! #flight i can't wait!	1							
1	apple ceo apologizes for error-ridden new map app - apple ceo tim cook apologized friday for the company&#039;s erro...	1							
1	new die hard movie coming out feb 14.. looks like bruce willis is going to be my valentines date:o)	1							
1	"i liked a  video  anonymous - remember, remember the 5th of november"	1							
1	"hello man in pointy, multicoloured, snake skin cowboy boots, a suit and axl rose's hair, you've made my friday heart even happier."	1							
1	real america will stand up for itself on tuesday and make it count. mitt is ready to lead us out of our jimmy carter funk we're in	0							
